id|nome|indirizzo|cap|citta|telefono|fax|email|web|camere|direttore|tipi|tipi_specifici|stelle
226|Mondello Villa Alberoni|Viale Regina Elena, 1/c|90151|Palermo|0916847867||info@bbmondello.com|http://www.bbmondello.com|4||accoglienza|bed and breakfast, B&B|3
238|Oreto Centro|Via Oreto, 29|90127|Palermo|0916572772||info@bboretocentro.it|http://www.bboretocentro.it|2||accoglienza|bed and breakfast, B&B|3
239|Palazzo Amari Bajardi|Via San Cristoforo, 15|90133|Palermo|0916162017||info@palazzoamaribajardi.it|http://www.palazzoamaribajardi.it|2||accoglienza|bed and breakfast, B&B|3
240|Palazzo Caputo|Via Roma, 97|90133|Palermo|0916175818||||3||accoglienza|bed and breakfast, B&B|3
244|Palermo Art|Via Cavour, 32|90133|Palermo|0916110009||info@bbpalermoart.com|http://www.bbpalermoart.it|||accoglienza|bed and breakfast, B&B|3
248|Panormus|Via Roma, 72|90133|Palermo|0916175826||info@bbpanormus.com|http://www.bbpanormus.com|||accoglienza|bed and breakfast, B&B|3
254|San Francesco|Via Merlo, 30|90133|Palermo|0918888391 - 0918430810||info@sanfrancescopalermo.it|http://www.sanfrancescopalermo.it|3||accoglienza|bed and breakfast, B&B|3
264|Vado al Massimo|Via Donizetti, 19|90134|Palermo|0915085851||bbvadoalmassimo@hotmail.com|http://www.vadoalmassimo.com|3||accoglienza|bed and breakfast, B&B|3
188|Delle Vittorie|Via Bari, 52|90133|Palermo|||info@bbdellevittorie.it|http://www.bbdellevittorie.it|4||accoglienza|bed and breakfast, B&B|3
189|Dietro il Politeama|Via G. Di Giovanni, 14|90139|Palermo|091327640||info@dietroilpoliteama.it|http://www.dietroilpoliteama.it|||accoglienza|bed and breakfast, B&B|3
191|Eureka|Via A. Narbone, 66|90138|Palermo|0917791867||info@eurekabeb.com|http://www.eurekabeb.com|||accoglienza|bed and breakfast, B&B|2
193|Fumbi|Via Arimondi, 48|90143|Palermo|0917848925||info@fumbi.com|http://www.fumbi.com|4|Giorgio Marchella|accoglienza|bed and breakfast, B&B|2
195|Giorgio's House|Via A. Mongitore, 11 b|90134|Palermo|091525057||sugi@libero.it||3||accoglienza|bed and breakfast, B&B|2
198|Houel 30|Via Houel, 30|90138|Palermo|0915077159||p.scaccianoce@tin.it|http://www.houel30.com|||accoglienza|bed and breakfast, B&B|3
200|Il banano|Via Stesicoro, 3|90151|Palermo - Mondello|091455926||info@ilbanano.com|http://www.ilbanano.com|2||accoglienza|bed and breakfast, B&B|2
203|Il Glicine sul Golfo|Via Saffo, 4|90151|Palermo - Mondello|091453260||mondello@ilglicine.net|http://www.sicily-accomodation.com|1||accoglienza|bed and breakfast, B&B|3
130|4 Quarti|Corso Vittorio Emanuele, 376|90134|Palermo|091583687||info@quattroquarti.it|http://www.quattroquarti.it|4|Simona Arnone Di Valentino|accoglienza|bed and breakfast, B&B|3
132|A casa di Giù|Via Simone Corleo, 7|90124|Palermo|091586455 - 3358428892||info@acasadigiu.com|http://www.acasadigiu.com|1|Giuseppe Jaforte|accoglienza|bed and breakfast, B&B|3
133|A casa di Momò|Via Lincoln, 81|90133|Palermo|||gandolfosausa@virgilio.it||3||accoglienza|bed and breakfast, B&B|3
135|Abalì Gran Sultanato|Via S. Agostino, 5|90134|Palermo|||sultano.abali@gmail.com|http://www.abali.it|4||accoglienza|bed and breakfast, B&B|3
136|Abatellis Luxury|Via Alloro, 3|90133|Palermo|0916169858||abatellisluxury@virgilio.it|http://www.abatellisluxury.it|3||accoglienza|bed and breakfast, B&B|3
137|Afea|Via Principe di Belmonte, 25|90139|Palermo|0919768392||info@bbafea.it|http://www.bbafea.it|5||accoglienza|bed and breakfast, B&B|3
139|Agramante|Via Terrasanta, 82|90141|Palermo|091347417||amministrazione@bbagramante.it|http://www.bbagramante.it|5||accoglienza|bed and breakfast, B&B|3
141|Ai Girasoli|Via Mariano Stabile, 200|90141|Palermo|0917846949||info@aigirasoli.com|http://www.aigirasoli.weebly.com|4|Giuseppe Marino|accoglienza|bed and breakfast, B&B|2
142|Ai Normanni|Via Cappuccini|90129|Palermo|||info@ainormanni.it|http://www.ainormanni.it|3||accoglienza|bed and breakfast, B&B|3
143|Al 316|Corso Vittorio Emanuele 316|90134|Palermo|0919763595||beb-centrale316@hotmail.it|http://www.316-beb.com|5|Fabrizio Farana|accoglienza|bed and breakfast, B&B|3
144|Al civico 10|Via Ernesto Tricomi, 10|90127|Palermo|||alcivico10@hotmail.it|http://www.alcivico10.it|3||accoglienza|bed and breakfast, B&B|2
153|Alla Vucciria|Via Coltellieri, 46|90133|Palermo|0912511184||info@allavucciria.com|http://www.allavucciria.com|4|Claudio Cutrona|accoglienza|bed and breakfast, B&B|1
157|Antonella|Via O. Antinori, 33|90138|Palermo|091320125||infobox@antonellaoddo.com|http://www.antonellaoddo.com|2|Antonella Oddo|accoglienza|bed and breakfast, B&B|2
159|Art Lincoln|Via Lincoln, 161|90133|Palermo|0916177715||info@bedandbreakfastpalermoart.com|http://www.bedandbreakfast-palermoart.com|||accoglienza|bed and breakfast, B&B|3
161|Atlante|Via Generale Luigi Cadorna, 5|90134|Palermo|091214777||info@bbatlante.com|http://www.bedandbreakfastatlante.com|2|Emilio Aiovalasit|accoglienza|bed and breakfast, B&B|2
162|Atlantide|Via Piccola del Teatro Santa Cecilia, 5|90133|Palermo|0916161956||bbatlantide@gmail.com|http://www.bbatlantide.com|3||accoglienza|bed and breakfast, B&B|2
163|Attarin|Via Lattarini Grande, 17|90133|Palermo|0915089696||bebattarin@gmail.com|http://www.bebattarin.com|1||accoglienza|bed and breakfast, B&B|3
164|Attic 12|Via Autonomia Siciliana, 51|90143|Palermo|091342666||francescomorra2@tin.it|http://www.wix.com/attic12/attic-12|1||accoglienza|bed and breakfast, B&B|3
165|Az-Zahar|Via del bersagliere, 30|90143|Palermo|||info@az-zahar.it|http://www.az-zahar.it|2|Francesca Amenta|accoglienza|bed and breakfast, B&B|2
166|B&B Florio|Via Mazzini, 49|90139|Palermo|||info@bbflorio.it|http://www.bbflorio.it|4||accoglienza|bed and breakfast, B&B|3
167|Baglio Judica|Cortile del Secco Judica, 3|90134|Palermo|||info@bagliojudica.it|http://www.bagliojudica.it|4||accoglienza|bed and breakfast, B&B|3
168|Balarm|Via Gagini, 70|90133|Palermo|0915081575||info@balarm-bb.it|http://www.balarm-bb.it|2||accoglienza|bed and breakfast, B&B|3
169|Benfratelli|Via Ignazio Gioè, 13|90146|Palermo|0916887232 - 0917542959||info@benfratellibb.it|http://www.benfratellibb.it|3||accoglienza|bed and breakfast, B&B|3
170|Carmelita|Via Sampolo, 47|90143|Palermo|0916253681||bnbcarmelita@libero.it||||accoglienza|bed and breakfast, B&B|3
171|Casa Acquarello|Via Orfeo, 9/11|90149|Palermo|091451763||info@casacquarello.it||3||accoglienza|bed and breakfast, B&B|2
172|Casa c'un Pari|Via E. Restivo, 95|90144|Palermo|0912523375||casacunpari@hotmail.com|http://www.casacunpari.com|||accoglienza|bed and breakfast, B&B|3
173|Casa Carlotta|Via XX Settembre, 14|90141|Palermo|0916118305||carlottanodice@hotmail.it||1||accoglienza|bed and breakfast, B&B|1
174|Casa Mediterraneo|Via V. Di Marco, 45|90143|Palermo|09162548894||info@casamediterraneo.it|http://www.casamediterraneo.it|1||accoglienza|bed and breakfast, B&B|1
175|Casa degli Artisti|Via Lincoln, 101|90133|Palermo|0917840398||info@casaartisti.it|http://www.casaartisti.it|||accoglienza|bed and breakfast, B&B|3
176|Casa e Putia|Via Belgio, 2|90146|Palermo|091517890||casaeputia@gmail.com||4||accoglienza|bed and breakfast, B&B|3
12|Ai Vicerè|Via Pignatelli Aragona, 82|90141|Palermo|0915073915||info@aivicere.com|http://www.bedandbreakfast-palermo.com||Luca Lepre|accoglienza|bed and breakfast, B&B|3
129|120 Rodionoff|Via Sciuti, 120|90144|Palermo|0916250535||bb.rodionoff@gmail.com|http://www.bb-rodionoff.com|||accoglienza|bed and breakfast, B&B|3
131|A casa di amici|Via Volturno, 6|90138|Palermo|091584884||info@acasadiamici.com|http://www.acasadiamici.com|||accoglienza|bed and breakfast, B&B|2
134|Abaco|Via Divisi, 49|90133|Palermo|0917843227||aiovalasit@libero.it|http://www.abacoroom.it|2|Fabio Aiovalasit|accoglienza|bed and breakfast, B&B|2
138|Agata|Via Roma, 188|90133|Palermo|0916116581||zephir11475@yahoo.it|http://www.bbagata.it|3||accoglienza|bed and breakfast, B&B|3
140|Ai Cartari|Via Alessandro Paternostro, 62|90133|Palermo|0916116372||rosiloria@tiscali.it|http://www.aicartari.it|1|Rosi Loria|accoglienza|bed and breakfast, B&B|3
145|Al Galileo Siciliano|Via Giovan Battista Odierna, 40|90127|Palermo|0916163031||info@algalileosiciliano.it|http://www.algalileosiciliano.it|5|Giovanni Medico|accoglienza|bed and breakfast, B&B|3
146|Al Giardino dell'Alloro|Vicolo S. Carlo, 8|90133|Palermo|0916176904||info@giardinodellalloro.it|http://www.giardinodellalloro.it|4|Donatella Petronio|accoglienza|bed and breakfast, B&B|3
147|Al Terrazzo Fiorito|Cortile Rizzuto, 1|90147|Palermo - Sferracavallo|091530036||info@bbalterrazzo.it|http://www.bbalterrazzo.it|||accoglienza|bed and breakfast, B&B|2
148|Al Tribunale|Corso Alberto Amedeo, 190|90138|Palermo|0917846660||altribunale@gmail.com|http://www.altribunale.com||Matteo Ciriminna|accoglienza|bed and breakfast, B&B|3
149|Al Viandante|Via Dante, 54|90141|Palermo|||info@alviandante.com|http://www.alviandante.com|3|Lorenza Di Dio|accoglienza|bed and breakfast, B&B|2
150|Alemar|Viale Principe di Scalea, 52|90151|Palermo|0916254349 - 091451484||||3||accoglienza|bed and breakfast, B&B|2
151|Alla Falconara|Via dei Francescani, 6|90136|Palermo|0916730867||rinopi1@alice.it||3||accoglienza|bed and breakfast, B&B|3
152|Alla Martorana|Via Roma, 171|90133|Palermo|0917842578||info@allamartorana.it|http://www.allamartorana.it|4||accoglienza|bed and breakfast, B&B|3
154|Alvorada|Vicolo Catalano, 31|90134|Palermo|091320644||alvorada@live.it||5|Adriano Ribeiro|accoglienza|bed and breakfast, B&B|3
155|Amari 58|Via Emerico Amari, 58|90139|Palermo|||info@bbamari58palermo.it|http://www.bbamari58palermo.it|||accoglienza|bed and breakfast, B&B|3
156|Amelie|Via Principe di Belmonte, 94|90139|Palermo|091335920||info@bb-amelie.it|http://www.bb-amelie.it|||accoglienza|bed and breakfast, B&B|3
158|Arbaria|Via Giuseppe Lo Casto, 4|90142|Palermo - Addaura|09154284||arbaria@gmail.com|http://www.arbariabnb.it|2||accoglienza|bed and breakfast, B&B|3
160|Arte Palermo|Vicolo Madonna del Cassaro, 7|90133|Palermo|091325780||marjolein_wortmann@hotmail.com|http://www.palermo-bed-and-breakfast.com|||accoglienza|bed and breakfast, B&B|1
280|Porta di Castro 2|Via Porta di Castro, 223|90134|Palermo|0917025564|0918771577|bebportadicastro@gmail.com|http://www.bebportadicastro.it|6||accoglienza|casa vacanze|1
279|Porta Carini|via Giovanbattista Pagano, 3|90134|Palermo|3476854034|091584980|portacarinivacanze@libero.it|http://www.casavacanzeportacarini.it|8||accoglienza|casa vacanze|1
277|Palazzo Gallo|via F.sco Guardione 77|90139|Palermo|091328309|091323563|info@palazzogallo.com|http://www.palazzogallo.com|9||accoglienza|casa vacanze|1
276|Ex Locanda Termini|Via Alessandro Paternostro, 16|90133|Palermo|0916172748|0917817486|exlocandatermini@libero.it|http://www.exlocandatermini.it|3||accoglienza|casa vacanze|1
281|Villa Cacace|Via Armida, 5|90129|Palermo|||fabricacace@tiscali.it||13||accoglienza|casa vacanze|1
278|Palazzo Prestipino|Via San Nicolò all'Alberghieria, 4|90134|Palermo|0916101172||info@palazzoprestipino.it|http://www.palazzoprestipino.it|||accoglienza|casa vacanze|1
275|Casa Orioles per vacanze|Via alla piazza dei Tedeschi, 4|90134|Palermo|0916526890||contact@casaorioles.it|http://www.casaorioles.it|||accoglienza|casa vacanze|1
274|Alla Marina di Villa Igiea|Cortile Trapani, 7-8-9|90142|Palermo|0916851557|0916850224|postmaster@bagliodicalabruca.it|http://www.bagliodicalabruca.it|||accoglienza|casa vacanze|1
111|Casa Orioles|Via alla piazza dei Tedeschi, 4|90134|Palermo|0916526890||contact@casaorioles.it|http://www.casaorioles.it|3||accoglienza|affittacamere|2
128|Touristhouse Mondello|Via Gallo, 31|90151|Palermo - Mondello|0916841275||mondellobaglio@libero.it|http://www.mondellobaglio.com|4|Giosuè Corrao|accoglienza|affittacamere|1
127|Tonnara Bordonaro|Via Bordonaro, 9|90146|Palermo|0916372267||info@kursaalsrl.it - booking@kursaalsrl.it|http://www.kursaaltonnara.it|4|Alberto Coppola|accoglienza|affittacamere|1
126|Sky Sleeping|Corso Finocchiaro Aprile, 140|90138|Palermo|0916113581||booking@skysleeping.com|http://www.skysleeping.com|||accoglienza|affittacamere|3
125|Seven Rooms|Via Montalbo, 241|90142|Palermo|091361696||info@sevenrooms.it|http://www.sevenrooms.it/web/index_en.html|6|Sebastiano Quartararo|accoglienza|affittacamere|2
124|Roma Street|Via Roma, 118|90133|Palermo|0917920209||ctbpalermo@libero.it||6||accoglienza|affittacamere|1
123|Residenza Wagner|Via Riccardo Wagner, 8|90139|Palermo|0919824479||info@residenzawagner.com|http://www.residenzawagner.com|6||accoglienza|affittacamere|3
122|Palazzo Savona|Via Schioppettieri, 8|90133|Palermo|0916114731||info@palazzosavona.com|http://www.palazzosavona.com|6||accoglienza|affittacamere|2
121|Palazzo Pantaleo|Via Ruggero Settimo, 74 H|90141|Palermo|091325471|0917815608|info@palazzopantaleo.it|http://www.palazzopantaleo.it|6||accoglienza|affittacamere|3
120|Operà|Via Principe di Belmonte, 102|90139|Palermo|0919825946||valenti100@libero.it|http://www.bedandbreakfastopera.com|6|Marco Valenti|accoglienza|affittacamere|3
119|Mondello Rooms|Via Gallo, 31|90151|Palermo - Mondello|0916841275||mondellobaglio@libero.it|http://www.mondellobaglio.com|4|Giosuè Corrao|accoglienza|affittacamere|1
118|Maison Landolina|Via Rocco Pirri, 12|90123|Palermo|0916169936||info@dimorannulina.it|http://www.maisonlandolina.it|5||accoglienza|affittacamere|3
117|La Locanda del Gagini|Via Gagini, 111|90133|Palermo|091333878||info@lalocandadelgagini.it|http://www.lalocandadelgagini.it|3||accoglienza|affittacamere|3
115|Dimora Annulina|Via Rocco Pirri, 12|90123|Palermo|0916169936 - 330696732||info@dimorannulina.it||6||accoglienza|affittacamere|3
114|Cortile Palermo|Cortile Corrao, 2|90138|Palermo|091589084||cortilepalermo@virgilio.it|http://www.cortilepalermo.it|4||accoglienza|affittacamere|3
109|Alla Kala|Corso Vittorio Emanuele, 71|90133|Palermo|0917434763||info@allakala.it|http://www.allakala.it|5|Maria Giambruno|accoglienza|affittacamere|3
14|A casa di amici 2|Via Tunisi, 8|90138|Palermo|091584884|091584884|santo@acasadiamici.com - info@acasadiamici.com|http://www.acasadiamici.com|6|Claudia Vitale|accoglienza|affittacamere|2
13|10 Serpotta|Via Riolo, 10|90139|Palermo|091324823|091324823|info@bb10serpotta.com|http://www.bb10serpotta.com|6||accoglienza|affittacamere|3
116|Kalamarina|Via Bottai, 9|90133|Palermo|0915609520||info@lacambusa.it||4||accoglienza|affittacamere|3
113|Centro Storico|Vicolo San Carlo, 8|90133|Palermo|0916176904||info@giardinodellalloro.it|http://www.giardinodellalloro.it||Donatella Petronio|accoglienza|affittacamere|2
112|Casa Riccio|Via Giacomo Cusmano, 28|90141|Palermo|091300768|0915085694|casariccio@aruba.it|http://www.casariccio.com|||accoglienza|affittacamere|3
108|Al Baglio|Via Gallo, 19|90151|Palermo - Mondello|0916841275||mondellobaglio@libero.it|http://www.mondellobaglio.com|3|Giosuè Corrao|accoglienza|affittacamere|1
110|B. 22 Palazzo Pantelleria|Via Pantelleria, 22|90133|Palermo|091326214||info@bb22.it|http://www.bb22.it|||accoglienza|affittacamere|3
104|Casa Marconi|Via Monfenera, 140|90128|Palermo|0916570611||info@casamarconi.it|http://www.casamarconi.it|||accoglienza|ostello|1
103|Baia del Corallo|Via Plauto, 27|90147|Palermo - Sferracavallo|0916797807||arg.sicilia@aighostels.com|http://www.ostellopalermo.it|23||accoglienza|ostello|1
289|Figlie di Sant'Anna|Via D'Ossuna, 110|90138|Palermo|0916516678 - 0916512700||||7||accoglienza|casa ferie|1
288|Centro Francescano di spiritualità S. Giovanni Battista|Via al Convento di Baida, 43|90136|Palermo - Baida|091223595||cfsbaida@ofmsicilia.it|http://www.ofmsicilia.it|43||accoglienza|casa ferie|1
290|Maria Immacolata|Corso Re Ruggero, 2|90134|Palermo|091590227||istitutoi@alice.it||||accoglienza|casa ferie|1
95|Orleans|via Monfenera, 106|90128|Palermo|0916688940||info@hotelorleans.it||||accoglienza|residence|3
102|Torreata residence Hotel|Via del Bersagliere, 21|90143|Palermo|091540049||info@torreata.it|http://www.torreata.it|||accoglienza|residence|3
101|Residenza d'Aragona|Via Ottavio d'Aragona, 23/29|90139|Palermo|0916622222||info@residenzadaragona.it|http://www.residenzadaragona.it|||accoglienza|residence|4
94|Nuvole Residenza ai Quattro Canti|Via del Celso, 14|90134|Palermo|0917831299||info@nuvoleresidenza.it|http://www.nuvoleresidenza.it|||accoglienza|residence|3
93|La Marsa Vacances|Lungomare Cristoforo Colombo, 4765|90149|Palermo - Addaura|0916841346 - 091455193||info@lamarsa.it|http://www.lamarsa.it|||accoglienza|residence|4
97|residence Ambasciatori|Via Roma, 111|90133|Palermo|0916166881||booking@ambasciatorihotelpalermo.com|http://www.ambasciatorihotelpalermo.com|||accoglienza|residence|3
96|Palazzo Brunaccini|P.zzetta Lucrezia Brunaccini|90134|Palermo|091586904||booking@palazzobrunaccini.it||||accoglienza|residence|4
99|Marbela residence|Via Salvatore Puglisi, 9|90143|Palermo|0916241111 - 0917212111||info@marbelaresidence.com|http://www.marbelaresidence.com|||accoglienza|residence|3
100|Addaura Hotel residence Congressi|Lungomare Cristoforo Colombo, 4452|90149|Palermo|0916842222|0916842255|hotel@addaura.it|http://www.addaura.it|50||accoglienza|residence|3
