id,nome,indirizzo,cap,citta,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzie.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,icon
112,Fan Viaggi Forum,Via Pecoraino (c/o Centro Comm. Forum),90124,Palermo,091/6212488,091/474421,,info@viaggi-forum.it,www.viaggi-forum.it,agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,
113,Tourismondo,"Via Ammiraglio Rizzo, 50",90142,Palermo,0916315628,091362446,,info@tourismondo.it,,agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,
130,Glintour,"Via Ariosto, 14",90144,Palermo,091/6257300,091/348009,,glintour@libero.it,,agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,
134,Villa Tasca Viaggi,"Via Palmerino, 24",90129,Palermo,091489518,0916452797,,villatascaviaggi@gmail.com,,agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,
5,,"Piazza Vittorio Emanuele Orlando, 41",,,091 6111484,091 6111484,3356316148,studiolegaleditanto@libero.it,,consolato,,,Bangladesh,Cav. Avv. Vincenzo Di Tanto Console Generale Onorario del Bangladesh,,"lunedi,martedi,mercoledi,giovedi,venerdi",16.30,18.30,,,,,,,,,,,,,,,
6,,"Viale della Libert??, 159",,,091 305132,091 347093,335 6209284,,,consolato,,,Belgio,Barone Piervincenzo Mancuso Console Onorario del Belgio,,"lunedi,martedi,mercoledi,giovedi,venerdi",09.00,12.30,,,,,,,,,,,,,,,
7,,"Via Roma, 386",,,091 588661,091 585155,,mancuso@infcom.it,,consolato,,,Brasile,Sig. Paolo Mancuso Console Onorario del Brasile,,"lunedi,mercoled??,gioved??",16.00,18.30,,,,,,,,,,,,,,,
14,,"Viale Orfeo, 18",,,091 6113970,091 6114899,,visa@consolatorussopa.it,,consolato,,,Federazione Russa,Dr. Vladimir Korotkov Console Generale della Federazione Russa Ministro Straordinario e Plenipotenziario Decano del Corpo Consolare,,"lunedi,martedi,giovedi",8.30,12.30,,,,,,,,,,,,,,,
17,,"Piazzetta Scannaserpe, 3",,,091 543506,091 6372482,,hc@sikania.it,,consolato,,,Danimarca,Sig.ra Hanne Elisabeth Frendrup Carstensen Castellucci Console Onorario della Danimarca Consigliere di Decanato,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,18.00,chiusura: 13.00-16.00,,,,,,,,,,,,,,
18,,"Via Noto, 34",,,091 6259541,091 308996,,congr.pa@issbi.org,,consolato,,,Grecia,Prof.ssa Renata Lavagnini Console Onorario della Grecia,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,13.00,,,,,,,,,,,,,,,
19,,"Via Riccardo Wagner, 9",,,0916093512 - 091589752,0916110983,,palmigiano@consolatolituania.com,,consolato,,,Lituania,Avv. Alessandro Palmigiano Console Onorario della Repubblica di Lituania Consigliere di Decanato,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,18.00,chiusura: 13.00-16.00,,,,,,,,,,,,,,
20,,"Via Siracusa, 34",,,0916256218,0916256234,,bcc@studiobcc.it,,consolato,,,Lussemburgo,Dr. Antonio Cosenz Console Onorario del Granducato del Lussemburgo Consigliere di Decanato,,"Luned??,martedi,mercoled??,giovedi,venerd??",09.00,16.00,"chiusura: 12.00-16.00; martedi,giovedi: chiusura pomeridiana",,,,,,,,,,,,,,
23,,"Via Principe di Villafranca, 57",,,091333901,091333901,,consolatomonaco.palermo@virgilio.it,,consolato,,,Principato di Monaco,Avv. Emanuele Bruno Console Onorario del Principato di Monaco,,"lunedi,martedi,mercoledi,giovedi,venerdi",14.30,17.30,,,,,,,,,,,,,,,
9,,"Piazza S. Oliva, 28",,,091 6110329,,335 6309807,consoleburkfasopalermo@gmail.com,,consolato,,,Burkina Faso,Dr. Antonio Tito Console Onorario di Burkina Faso,,martedi,15.00,19.00,,,,,,,,,,,,,,,
10,,"Via Selinunte, 1",,,091 6112144,091 6120568,,capoverde@aacweb.it,,consolato,,,Capo Verde,Avv. Antonietta Alongi Console Onorario di Capo Verde,,"lunedi,martedi,mercoledi,giovedi,venerdi",16.00,20.00,,,,,,,,,,,,,,,
11,,"Via Emerico Amari, 8",,,091 329744,091 6113225,,consolatocilepa@gmail.com,,consolato,,,Cile,Dr. Vincenzo Chiriaco Console Onorario del Cile,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,19.00,chiusura: 13.00-15.30,,,,,,,,,,,,,,
16,,"Via Principe di Villafranca, 33",,,091 9820808,091 9820808,,palermo@hkdipio.de,,consolato,,,Germania,Dr. Vincenzo Militello Console Onorario della Repubblica Federale di Germania,,"lunedi, mercoled??, venerd??",09.00,12.30,,,,,,,,,,,,,,,
8,,"Via Principe di Granatelli, 86",,,091 6015335,091 6015314,,agostino.randazzo@randazzo.it,,consolato,,,Bulgaria,Dr. Agostino Randazzo Console Onorario della Bulgaria,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,17.30,-chiusura: 13.00-14.00,,,,,,,,,,,,,,
13,,"Via Mariano Stabile, 136",,,091 332742,091 332742,,cotedivoireconspa@alice.it,,consolato,,,Costa D'Avorio,Sig. Ferdinando Veneziani Console Onorario della Repubblica di Costa d'Avorio,,Mercoled??,9.00,18.00,13.00-15.00,,,,,,,,,,,,,,
15,,"Via Principe di Belmonte, 101",,,091 583405,091 6110299,,fsalernocardillo@notariato.it,,consolato,,,Francia,"Notaio Franco Salerno Cardillo Vice Console Onorario della Francia",,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,18.00,"lunedi,mercoledi,venerdi: chiusura 16.00-18.00",,,,,,,,,,,,,,
22,,"Via Villa Verona, 35",,,0916886023,0916881643,,c.g.m.-palermo@maec.gov.ma,,consolato,,,Marocco,,,,,,,,,,,,,,,,,,,,
24,,"Via Emerico Amari, 8",,,091587377,091307790,,tpandi@tin.it,,consolato,,,Norvegia,Sig.ra Isabella Tagliavia Console Generale Onorario della Norvegia,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,13.00,,,,,,,,,,,,,,,
26,,"Via Mariano Stabile, 172",,,0916110910,0916111908,,consulatepakistan@tagliavia.com,,consolato,,,Pakistan,Sig. Angelo Tagliavia Console Onorario del Pakistan,,"lunedi,martedi,mercoledi,giovedi,venerdi",09.00,12.00,,,,,,,,,,,,,,,
27,,"Via Pietro Bonanno, 26",,,091547414,0916316439,,degregoriopaolo@libero.it,,consolato,,,Sovrano Militare Ordine di Malta,Marchese Prof. Paolo de Gregorio Partecipa al Corpo Consolare in qualit?? di Osservatore,,"lunedi,martedi,mercoledi,giovedi,venerdi",8.30,13.00,,,,,,,,,,,,,,,
12,,"Piazza Federico Chopin, 13",,,091 226178,178 2787334,,adifres@tin.it,,consolato,,,Corea del Sud,Dr. Antonio Di Fresco Console Onorario della Corea del Sud Consigliere di Decanato,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.30,12.30,,,,,,,,,,,,,,,
21,,"Via Principe di Belmonte, 55",,,091333333,0917437388,,maltaconsul.palermo@gov.mt,,consolato,,,Malta,Sig. Alfredo Barbaro Console Generale Onorario di Malta,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,17.30,chiusura: 13.00-14.30,,,,,,,,,,,,,,
28,,"Piazzale Ungheria, 73",,,091320954,091583706,,info@studiocaramanna.it,,consolato,,,Spagna,Avv. Ignazio Caramanna Console Onorario della Spagna,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,19.00,chiusura: 13.00-16.00,,,,,,,,,,,,,,
31,,"Viale delle Alpi, 30",,,0916850947,0916850947,,msanta@iol.it,,consolato,,,Ungheria,Sig.ra Adelaide Sotyi Santamarina Console Onorario dell'Ungheria,,"lunedi, mercoled?? ,venerdi",09.00,12.00,,,,,,,,,,,,,,,
4,,"Via Leonardo da Vinci, 145",,,0916825696,,,consolatoaustria.pa@hotmail.it,,consolato,,,Austria,Dr.ssa Irene Salcher-Cillari Console Onorario dell'Austria Segretario Generale del Corpo Consolare,,"lunedi,martedi,mercoledi,giovedi,venerdi",16.30,18.30,,,,,,,,,,,,,,,
25,,"Via Trapani, 1/d",,,0916306005,0916304028,,s.deluca@esterminal.com,,consolato,,,Paesi Bassi,Dr. Salvatore De Luca Console Onorario dei Paesi Bassi,,"lunedi,martedi,mercoledi,giovedi,venerdi",09.00,12.00,,,,,,,,,,,,,,,
29,,"Via Vaccarini, 1",,,091305857,0916256026,,cucinellab@state.gov,,consolato,,,Stati Uniti D'America,Dr.ssa Barbara Cucinella Agente Consolare Onorario degli U.S.A. Vice Decano del Corpo Consolare,,"lunedi,martedi,mercoledi,giovedi,venerdi",09.00,12.30,,,,,,,,,,,,,,,
30,,"Via Trapani, 1/d",,,0916306005,0916304028,,s.deluca@esterminal.com,,consolato,,,Svezia,Dr. Salvatore De Luca Console Onorario della Svezia,,"lunedi,martedi,mercoledi,giovedi,venerdi",09.00,12.00,,,,,,,,,,,,,,,
69,Grand Hotel Villa Igiea Hilton Palermo,"Salita Belmonte, 43",90142,Palermo,0916312111 - 800179217,091547654,,vgiglio@amthotels.it - villa-igiea@amthotels.it,http://www.villa-igiea.com,accoglienza,,,,,,,,,,5,124,,,,Vito Giglio,,,,,,,,
73,Hotel Villa Archirafi,"Via Lincoln, 30",90123,Palermo,0916168827,0916168631,,villaarchirafi@libero.it,http://www.villaarchirafi.com,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
74,Hotel Moderno,"Via Roma , 276",90133,Palermo,091588683,091588683,,info@hotelmodernopa.com,http://www.hotelmodernopa.com,accoglienza,,,,,,,,,,2,,,,"L'Hotel moderno Gesa soddisfa da sempre tutte le esigenze della clientela. Tutte le camere sono con servizi privati e pompe di calore. Servizio 24 su 24. Provatelo una sera, Vi resterete un mese.",,,,,,,,,
75,Hotel Ariston,"Via Mariano Stabile, 139",90139,Palermo,091332434,,366 1997502,info@aristonpalermo.it - info@bbaristonpalermo.com,http://www.aristonpalermo.it,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
76,Hotel Italia,"Via Roma, 62",90133,Palermo,0916169320,0917920035,338 9222547,hotelitaly@email.it,http://www.hotelitalia-palermo.it,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
77,Hotel Alessandra,"Via Divisi, 99",90133,Palermo,0916173958 - 0916174325,0916165180,,informazioni@hotel-alessandra.it - direzione@hotel-alessandra.it,http://www.hotel-alessandra.it,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
78,Hotel Orientale,"Via Maqueda, 26",90134,Palermo,0916165727 - 0916163506,0916161193,,prenotazioni@albergoorientale.191.it,http://www.albergoorientale.191.it,accoglienza,,,,,,,,,,1,,,,,,,,,,,,,
81,Hotel Libert??,"Via Mariano Stabile, 136",90139,Palermo,091321911,091345676,,,http://www.libertahotel.com,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
84,Hotel Verdi,"Via Maqueda, 417",90134,Palermo,091584928,0916116570,,info@albergoverdi.it,http://www.albergoverdi.it,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
86,Hotel Rainbow,"P.le Ungheria, 84",90144,Palermo,091582867,0916120169,340 1516288,info@hotelrainbow.it,http://www.hotelrainbow.it,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
88,Hotel Madonia,"Via Mariano Stabile, 136",90139,Palermo,091333672 - 0916113532,091335364,,,,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
89,Hotel Florio,"Via Principe di Belmonte, 33",90139,Palermo,0916090852,091320247,,info@hotelflorio.net,http://www.hotelflorio.info,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
91,Hotel Boston,"Via Mariano Stabile, 136",90139,Palermo,091580234,,,,,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
282,Cavour,"Via Alessandro Manzoni, 11",90133,Palermo,0916162759,0916162759,,albergocavour@virgilio.it,http://www.albergocavour.com,accoglienza,,,,,,,,,,1,9,,,,,,,,,,,,
284,Corona,"Via Roma, 118",90133,Palermo,0916162340,0916162340,,totobenigno@libero.it,,accoglienza,,,,,,,,,,1,11,,,,,,,,,,,,
286,Sicilia,"Via Divisi, 99",90133,Palermo,0916168460,0916163606,,info@hotelsiciliapalermo.it,http://www.hotelsiciliapalermo.it,accoglienza,,,,,,,,,,2,15,,,,,,,,,,,,
85,Hotel Gardenia,"Via Mariano Stabile, 136",90139,Palermo,091333732,091333732,,gardeniahotel@gardeniahotel.com,http://www.gardeniahotel.com,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
17,Hotel Serena,"Via Mariano Stabile, 139",90139,Palermo,0916115144,091586474 - 0916124145,,info@amarcordhotel.it,http://www.amarcordhotel.com,accoglienza,,,,,,,,,,3,8,,,,Enzo Vena,,,,,,,,
28,Conchiglia D'Oro,"Viale Cloe, 9",90151,Palermo - Mondello,091450032,091450359,,concoro@sicilia.com,http://www.hotelconchigliadoro.com,accoglienza,,,,,,,,,,3,50,,,,Giovanni Genovese,,,,,,,,
32,Grand Hotel Federico II,"Via Principe di Granatelli, 60",90139,Palermo,0917495052,0916092500,,info@grandhotelfedericoii.it,http://www.grandhotelfedericoii.it,accoglienza,,,,,,,,,,4,64,,,,Antonio Buscemi,,,,,,,,
36,Hotel Del Centro,"Via Roma, 72",90133,Palermo,0916170376,0916173654,,info@hoteldelcentro.it,http://www.hoteldelcentro.it,accoglienza,,,,,,,,,,3,,,,"Nella citt?? pi?? esotica d'Italia, nel cuore del centro storico pi?? grande d'Europa, sorge l'Hotel del Centro. La sua ubicazione in un edificio storico conferisce all'hotel l'atmosfera elegante e un po' nostalgica d'altri tempi, offrendo al contempo un ambiente accogliente e confortevole. Scegliere l'Hotel del Centro vi garantir?? non soltanto la certezza di soggiornare in un luogo piacevole ed accogliente dove opera uno staff sempre molto attento alle esigenze della clientela, ma vi consentir?? altres?? di visitare a piedi il centro storico di Palermo, qualunque sia l'itinerario da voi prescelto fra i numerosi che la nostra citt?? offre. Inoltre l'hotel si trova a circa 200 metri dal terminal degli autobus da e per l'aeroporto e dalla stazione centrale, il che rende agevole raggiungere qualunque altra meta siciliana.",,,,,,,,,
37,Elite Hotel,"Via Mariano Stabile, 136",90139,Palermo,091329318,091588614,393 9075441,info@hotelelite.info,http://www.hotelelitepalermo.it,accoglienza,,,,,,,,,,3,17,,,,Giordano Silvia,Societ?? Giove,,,,,,,
43,Joli Hotel,"Via Michele Amari, 11",90139,Palermo,0916111765,0918323211,,info@hoteljoli.com - pietro.silano@hoteljoli.com,http://www.hoteljoli.com,accoglienza,,,,,,,,,,3,30,,,,Pietro Silano,,,,,,,,
52,Idea Hotel,"Viale Regione Siciliana, 2620",90145,Palermo,0916983111,091408198,,palermo@ideahotel.it - frontoffice.palermo@hotelidea.it,http://www.ideahotel.it,accoglienza,,,,,,,,,,4,,,,"L'Idea Hotel Palermo ?? ubicato sul Viale Regione Siciliana, strada di comunicazione principale della citt??, a soli 3 Km dal centro di Palermo e poco pi?? di 1 Km da via Notarbartolo conosciuta come una delle principali vie dello shopping della citt??. L'aeroporto di Palermo Falcone e Borsellino dista 28 Km e le famose spiagge di Mondello sono raggiungibili in solo 20 minuti di auto. Uno dei punti di forza dell'Idea Hotel Palermo ?? la prima colazione sempre ricca di dolci fatti in casa e tante prelibatezze: crostate di frutta fresca, torte di cioccolato, brioches ripiene, panna cotta, plum cakes e ancora frutta fresca, frutta sciroppata e, naturalmente, succhi di arancia di Sicilia. Non manca poi una vasta scelta di salumi, formaggi, uova, bacon, salsicce accompagnate sempre dal buon pane siciliano.",,,,,,,,,
53,Nh Jolly Hotel Palermo,"Foro Italico, 22",90133,Palermo,0916165090 - 800017703,0916161441,,nhpalermo@nh-hotels.com,http://www.nh-hotels.it,accoglienza,,,,,,,,,,4,237,,,,Salvatore Patan??,,,,,,,,
59,Politeama Palace Hotel,"Piazza Ruggiero Settimo, 15",90139,Palermo,091322777,0916111589,348 7704125,posta@hotelpoliteama.it - giovanna.bonsignore@hotelpoliteama.it,http://www.hotelpoliteama.it,accoglienza,,,,,,,,,,4,,,,"Classic Hotel nel centro di Palermo di 94 camere, dove l'eleganza della tradizione e il fascino del design convivono in un raffinato equilibrio. La vista, esclusiva, su Piazza Politeama e una posizione centrale rendono questo hotel storico la scelta ideale per una vacanza a Palermo alla scoperta di arte e cultura. Vicino ai negozi dello shopping, a ottimi ristoranti, e alla fermata della navetta per l' aeroporto, l' Hotel Politeama ?? la scelta ideale per chi ?? in viaggio d'affari a Palermo, o per un breve weekend romantico in citt??. Dormire all 'Hotel Politema significa essere accolti dal calore del nostro staff sempre pronto a suggerimenti e informazioni varie per fare sentire l'ospite come a casa propria e rendere il Suo soggiorno un'esperienza indimenticabile.",,,,,,,,,
63,San Paolo Palace Hotel,"Via Messina Marine, 91",90123,Palermo,0916211112,0916215300,335 5296364,hotel@sanpaolopalace.it,http://www.sanpaolopalace.it,accoglienza,,,,,,,,,,4,290,10,,,Marcello Pizzuto,,,,,,,,
64,Splendid Hotel La Torre,"Via Piano Gallo, 11",90151,Palermo - Mondello,091450222 - 800236118,091450033,,latorre@latorre.com,http://www.latorrehotel.it,accoglienza,,,,,,,,,,4,,,,"Lo Splendid Hotel La Torre si trova a Palermo, in quella parte della citt?? nota come Mondello: un luogo a met?? fra un improbabile ma autentico borgo marino, ed il fascino di una delle pi?? belle ed incontaminate spiagge del Mediterraneo, impregnato ancora oggi con i sapori e gli odori della belle - epoque. Mondello dista pochi minuti di bus dal centro della citt??: subito al di l?? dei grandi viali del parco della Favorita. Sul lato opposto, un breve tratto autostradale, collega Mondello all'aeroporto di Punta Raisi. Una posizione ideale quindi per chi voglia allo stesso tempo godere di un soggiorno in pieno relax, e visitare in tutta comodit?? il centro di Palermo ed i suoi straordinari monumenti. Oltre il grande semicerchio della rinomata spiaggia , poco distante dal borgo marinaro,sorge il piccolo promontorio roccioso, che ospita il complesso turistico della Torre. L'Albergo occupa la porzione pi?? piccola del promontorio, quella che guarda la baia; dall'altra parte invece e fino al limite della riserva marina di Capo Gallo, si stende il parco del complesso. LO STABILIMENTO BALNEARE: Da giugno a settembre,ospita uno dei pi?? noti stabilimenti balneari siciliani,aperto al pubblico. Nella localit?? ?? possibile praticare tutti gli Sports acquatici (Vela, Windsurf,Water-bike,Sci, immersioni, ecc. ) A esclusiva disposizione degli ospiti dell'albergo, ?? invece il grande solarium attrezzato, realizzato a ridosso della scogliera. Qui essi troveranno l'ampia ed accogliente piscina con acqua di mare con annessa vasca idromassaggi ed il comodo accesso alla piattaforma realizzata sugli scogli per i bagni in mare. LA PISCINA : L'Hotel dispone di una piscina con un ampio solarium, (un bar attrezzato per uno spuntino oppure un aperitivo prima del pranzo) acqua di mare con accesso diretto nelle limpide acque del nostro golfo. IL RISTORANTE : Le nostre terrazze sul mare sono le protagoniste incontrastate della stagione estiva allaTorre. Qui trova posto il noto ed esclusivo ristorante sul mare ( fino a 200 posti, ideale per i conviviali di nozze ed altri eventi esclusivi), nel periodo estivo si pu?? cenare a lume di candela sulla terrazza del nostro ristorante in un'atmosfera dal sapore antico. Il Bar : con ampi spazi interni e grandi vetrate da dove si pu?? ammirare la splendida baia di Mondello, con annesso terrazzo sul mare con possibilit?? di gustare ottimi cocktail ed ascoltare della ottima musica dal vino facendosi cullare dalle onde del mare che baciano gli scogli a ridosso della terrazza. LA SALA COLAZIONE : La nostra esclusiva sala per la piccola colazione, adatta anche per eventi esclusivi con ampi finestroni panoramici ubicata nel piano attico della struttura da dove si pu?? ammirare l'azzurro del nostro mare e se il tempo e sereno e terso di foschia si intravede la cima maestosa del vulcano Etna. L'albergo dispone di un garage coperto con sistema di video controllo.",,,,,,,,,
66,Torreata residence Hotel,"Via del Bersagliere, 21",90143,Palermo,091540049,091540049,,info@torreata.it,http://www.torreata.it,accoglienza,,,,,,,,,,3,54,,,,Rocca Raineri,,,,,,,,
68,Villa d'Amato,"Via Messina Marine, 178/180",90121,Palermo,0916212767,0916213057,,info@hotelvilladamato.it,http://www.hotelvilladamato.it,accoglienza,,,,,,,,,,3,37,,,,D'amato,,,,,,,,
72,Villa Bonocore Maletto,"Via Salvatore Minutilla, 3",90147,Palermo,091244100,091244551,,info@villabonocoremaletto.it,http://www.villabonocoremaletto.it,accoglienza,,,,,,,,,,4,15,,,,,,,,,,,,
80,Hotel Cortese,"Via Scarparelli, 16",90134,Palermo,091331722,091331722,,htcortese@iol.it,http://www.hotelcortese.info,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
87,Hotel Gaia,"Via Onorato,13",90139,Palermo,091583011,091583011,,palermohotelgaia@yahoo.it,http://www.palermohotelgaia.com,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
19,Athenaeum,"Via Giannettino, 4",90128,Palermo,0916523529,0916523456,,info@albergoathenaeum.it,http://www.albergoathenaeum.it,accoglienza,,,,,,,,,,3,,,,"L'albergo Athenaeum, ?? una struttura alberghiera di nuova costruzione, sorge vicino al centro storico ed a soli 500 mt dall'ingresso delle autostrade per Catania e Trapani. Ubicato a pochi passi dall'ingresso della cittadella universitaria, offre un preciso riferimento non solo a chi frequenta l'Universit?? ma anche a chi viaggia per turismo e per affari. Le 80 descrizione di cui dispone l'albergo, sono tutte arredate con cura e gusto e sono dotate di cassetta di sicurezza, telefono con linea diretta, TV color, aria condizionata, frigobar ed asciuga capelli. In hotel, sono inoltre preseti,due sale ristorante, un bar, ed una saletta meeting per incontri di lavoro,tutti gli ambienti comuni, cos?? come le camere, sono coperte dal segnale internet WI-FI ad alta velocit??. Per chi dovesse essere sprovvisto di un proprio pc, ?? presente, al piano terra, di fronte alla reception, un internet point. Un capiente garage, a disposizione dei clienti H24 ?? situato nel piano cantinato dell'albergo.",,,,,,,,,
20,Artemisia Palace Hotel,"Via Roma, 499",90139,Palermo,0916090612 - 0916095766,0916055766,,info@artemisiapalacehotel.it,http://www.artemisiapalacehotel.it,accoglienza,,,,,,,,,,4,19,,,,Antonio Sorrentino,,,,,,,,
27,Centrale Palace Hotel,"Corso Vittorio Emanuele, 327",90134,Palermo,091336666 - 800820080,091334881,,centrale@angalahotels.it,http://www.angalahotels.it,accoglienza,,,,,,,,,,5,104,,,,Elio Barraco,,,,,,,,
29,Cristal Palace Hotel,"Via Roma, 477",90139,Palermo,0916123829 - 800822269,091335604,,direttore@hotelcristalpalace.it - info@hotelcristalpalace.it,http://www.hotelcristalpalace.net,accoglienza,,,,,,,,,,4,86,1,,,Salvatore Romano,,,,,,,,
31,Grand Hotel et Des Palmes,"Via Roma, 398",90141,Palermo,0916028111,091331545,,des-palmes@amthotels.it,http://www.grandhoteldespalmes.com,accoglienza,,,,,,,,,,4,183,,,,Giovanni Sapienza,,,,,,,,
34,Grand Hotel Wagner,"Via R. Wagner, 2",90139,Palermo,091336572,091335627,334 8635827,direzione@grandhotelwagner.it - info@grandhotelwagner.it,http://www.grandhotelwagner.it,accoglienza,,,,,,,,,,5,61,,,,Roberto Mannino,,,,,,,,
39,Hotel Florio Oper??,"Via Mariano Stabile, 136",90139,Palermo,091662 9004,091612 78 86,,booking@hotelflorioopera.it,http://www.hotelflorioopera.it,accoglienza,,,,,,,,,,3,,,,,,,,,,,,,
48,Hotel Posta,"Via A. Gagini, 77",90133,Palermo,091587338,091587347,,info@hotelpostapalermo.it,http://www.hotelpostapalermo.it,accoglienza,,,,,,,,,,3,30,,,,Alessia Longo,,,,,,,,
49,Hotel Tonic,"Via Mariano Stabile, 126",90139,Palermo,091581754 - 0916055308,091585560,329 8465486,info@hoteltonic.it,http://www.hoteltonic.it,accoglienza,,,,,,,,,,3,40,,,,Carmelo Messina,,,,,,,,
50,Hotel Vecchio Borgo,"Via Quintinio Sella, 1/7",90139,Palermo,0916118330,091326346,,vecchioborgo@ghshotels.it - bellavista.m@ghshotels.it,http://www.ghshotels.it/vecchioborgo,accoglienza,,,,,,,,,,4,32,,,,Lanfranco Rizzo,,,,,,,,
15,Addaura Hotel residence Congressi,"Lungomare Cristoforo Colombo, 4452",90149,Palermo - Addaura,0916842222,0916842255,366 6504190 - 335 8045887,director@addaura.it - hotel@addaura.it,http://www.addaura.it,accoglienza,,,,,,,,,,3,50,,30,l'Addaura Hotel residence Congressi dispone di un totale di 80 unit?? abitative tutte con bagno privato: 50 camere d'albergo per 92 posti letto e 30 residence per 112 posti letto.,,,,,,,,,
41,Garibaldi Hotel Al Politeama,"Via Emerico Amari, 146",90139,Palermo,0916017111,091323141,,bellavista.m@ghshotels.it,http://www.ghshotels.it,accoglienza,,,,,,,,,,4,71,4,,,Lanfranco Rizzo Gestione Astoria Palace,,,,,,,,
44,Hotel Letizia,"Via Bottai, 30",90133,Palermo,091589110,0916122840,,ruslet@hotelletizia.com,http://www.hotelletizia.com,accoglienza,,,,,,,,,,3,13,,,,Letizia Rusignolo,,,,,,,,
54,Massimo Plaza Hotel,"Via Maqueda, 437",90133,Palermo,091325657,091325711,,booking@massimoplazahotel.com,http://www.massimoplazahotel.com,accoglienza,,,,,,,,,,4,11,,,,Nicola Farruggio,,,,,,,,
57,Mondello Palace Hotel,"Viale Principe di Scalea,",90151,Palermo - Mondello,091450001,091450657,,info@mondellopalacehotel.it,http://www.mondellopalacehotel.it,accoglienza,,,,,,,,,,4,84,,,,Attilio Cessati,,,,,,,,
90,Hotel Sausele,"Via Vincenzo Errante, 12",90127,Palermo,0916167524 - 0916161308,0916167525,,,,accoglienza,,,,,,,,,,2,,,,,,,,,,,,,
92,Hotel Concordia,"Via Roma, 72",90133,Palermo,0916169062,0916100543,,info@hotelconcordiapalermo.it,http://www.hotelconcordiapalermo.it,accoglienza,,,,,,,,,,1,,,,,,,,,,,,,
21,Astoria Palace Hotel,"Via Monte Pellegrino, 62",90142,Palermo,800893344 - 0916281111,0916372178,,booking@ghshotels.it - astoria@ghshotels.it,http://www.ghshotels.it,accoglienza,,,,,,,,,,4,326,6,,"Il 4 stelle Astoria Palace Hotel vanta la calda ospitalit?? siciliana, in un punto strategico della citt?? di Palermo. L'hotel ?? facilmente raggiungibile dal porto e dal centro della citt??. Le 320 descrizione sono arredate con gusto e con tutti i comfort moderni tra cui TV satellitare, connessione Internet e minibar. Sono disponibili Junior Suite e camere comunicanti per coloro che desiderano extra lusso e maggiore spazio. L'Astoria Palace Hotel dispone di 4 ristoranti diversi, con un menu ricco di specialit?? locali e piatti internazionali. L'eleganza e la sobriet?? delle sale e la professionalit?? del personale garantiscono un piacevole momento per chi si ferma a colazione, pranzo o cena. Il relax e la cura di s?? non mancano all'Astoria Palace Hotel. Gli ospiti potranno accedere al centro fitness o prenotare un massaggio nel centro benessere. Nei giorni di sole, ?? aperto il solarium in terrazza con vasche idromassaggio, sedie a sdraio e una spettacolare vista sulla citt??. L'Astoria Palace ?? inoltre specialista in eventi. Ognuna delle 8 sale congressi pu?? essere adattata a stili diversi per soddisfare qualunque esigenza. Le sale combinate ospitano fino a 650 persone. Il team qualificato in conferenze ed eventi garantir?? la realizzazione di un evento di successo. Questo hotel ?? una scelta perfetta per gli ospiti che desiderano esplorare Palermo soggiornando in un ambiente prestigioso e confortevole.",Lanfranco Rizzo,,,,,,,,
30,Excelsior Hilton Palermo,"Via Marchese Ugo, 3",90139,Palermo,0917909001,091342139,,res.excelsiorpalermo@hilton.com,http://www.excelsior-palermo.com,accoglienza,,,,,,,,,,4,119,,,,Alessandro Innocenti,,,,,,,,
